"name","label","description","legal_basis"
"19.06.04.02","Union contribution to the European Bank for Reconstruction and Development for the Chernobyl Shelter Fund","<p>This appropriation is intended to cover measures taken which are intended to cover the financing of the Commission&#8217;s participation in the Donors&#8217; Assembly of the Chernobyl Shelter Fund (third pledge).</p>

<p>Possible income, coming from financial contributions from Member States and other donor countries, including in both cases their public and parastatal agencies, or from international organisations to certain external aid projects or programmes financed by the Union and managed by the Commission on their behalf, pursuant to the relevant basic act, may give rise to provision of additional appropriations. These amounts arise from the contributions according to Article 6 3 3 of the statement of revenue, which constitutes assigned revenue according to Article 18(1)(aa) of the Financial Regulation. The amounts entered on the line for administrative support expenditure will be determined by the contribution agreement for each operational programme with an average not exceeding 4&#160;% of the contributions for the corresponding programme for each Chapter.</p>","Council Decision 2006/908/EC, Euratom of 4 December 2006 on the first instalment of the third Community contribution to the European Bank for Reconstruction and Development for the Chernobyl Shelter Fund (OJ L 346, 9.12.2006, p. 28).


Council Regulation (Euratom) No 300/2007 of 19 February 2007 establishing an Instrument for Nuclear Safety Cooperation (OJ L 81, 22.3.2007, p. 1)."
"19.08.01.01","European Neighbourhood and Partnership financial cooperation with Mediterranean countries","<p>This appropriation is intended in particular to finance cooperation measures aimed primarily at supporting the implementation of the Multi Annual Indicative Programmes covering the period 2007-2010 and the ENP Action Plans concluded with the EU&#8217;s Mediterranean neighbours. It will also be used to support the implementation of the five-year Euro-Mediterranean Work Plan for 2006 to 2010 agreed at the EuroMed summit held in Barcelona in November 2005 as well as certain measures in the framework of the Union for the Mediterranean which was launched at the Paris summit on 13 July 2008. This will cover, inter alia, the following areas of cooperation:</p>

<ul><li>
<p lang=""en"">promoting political dialogue and reform,</p>
</li>
<li>
<p lang=""en"">promoting legislative and regulatory approximation and encouraging the progressive participation of partner countries in the internal market and the intensification of trade,</p>
</li>
<li>
<p lang=""en"">strengthening the national institutions responsible for the elaboration and implementation of policies in the areas covered by the association agreements,</p>
</li>
<li>
<p lang=""en"">promoting respect for human rights, including women&#8217;s and children&#8217;s rights, and good governance,</p>
</li>
<li>
<p lang=""en"">promoting sustainable development and contributing to poverty reduction,</p>
</li>
<li>
<p lang=""en"">supporting the modernisation of the economy, promoting investments in the region and strengthening small- and medium-sized enterprises,</p>
</li>
<li>
<p lang=""en"">establishing better transport and energy interconnections between the EU and neighbouring countries and among neighbouring countries themselves and addressing threats to our common environment,</p>
</li>
<li>
<p lang=""en"">promoting actions contributing to conflict resolution,</p>
</li>
<li>
<p lang=""en"">fostering the development of civil society, inter alia, to promote social inclusion,</p>
</li>
<li>
<p lang=""en"">promoting people-to-people contacts and exchanges in the field of education, research and culture,</p>
</li>
<li>
<p lang=""en"">supporting regional integration within the context of the Euro-Mediterranean Partnership and in particular the promotion of regional cooperation, the creation of networks and partnerships of public and private not-for-profit organisations with a view to exchanging knowledge and best practices in all the relevant fields,</p>
</li>
<li>
<p lang=""en"">supporting actions in the field of migration designed, inter alia, to promote links between migration and development, to combat illegal immigration and to facilitate readmission. These actions will be supplemented by actions financed from the ENPI allocation from Article 19 02 01 01 &#8216;Cooperation with third countries in the areas of migration and asylum&#8218;.</p>
</li>
</ul>
<p>Horizontal visibility of Union Assistance and information actions and measures directly linked to achievement of the objectives of EU action in Mediterranean third countries.</p>

<p>Should there be a serious deterioration in a given country in the situation in the field of liberty, democracy, respect for fundamental rights and fundamental freedoms and the rule of law, Union assistance may be scaled down and used primarily to support non-state actors for measures aimed at promoting human rights and fundamental freedoms.</p>

<p>Possible income, coming from financial contributions from Member States and other donor countries, including in both cases their public and parastatal agencies, or from international organisations to certain external aid projects or programmes financed by the Union and managed by the Commission on their behalf, pursuant to the relevant basic act, may give rise to provision of additional appropriations. These amounts arise from the contributions according to Article 6&#160;3&#160;3 of the statement of revenue, which constitutes assigned revenue according to Article 18(1)(aa) of the Financial Regulation. The amounts entered on the line for administrative support expenditure will be determined by the contribution agreement for each operational programme with an average not exceeding 4&#160;% of the contributions for the corresponding programme for each Chapter.</p>

<p>To the appropriations entered in this item must be added the contributions from the EFTA States pursuant to the Agreement on the European Economic Area, and in particular Article 82 thereof and Protocol&#160;32 thereto. By way of information, these amounts derive from contributions from the EFTA States entered against Article 6 3 0 of the statement of revenue, which constitute assigned revenue in accordance with Article 18(1)(d) of the Financial Regulation; they give rise to the provision of corresponding appropriations and to implementation according to Annex &#8216;European Economic Area&#8218; to this part of the statement of expenditure in this section, which forms an integral part of the general budget.</p>

<p>Part of this appropriation is intended to be used, with due regard for the provisions of the Financial Regulation, for operations carried out by senior volunteer experts from the European Union who come under ESSN (European Senior Services Network), including technical assistance, advisory services and training in selected public or private enterprises.</p>

<p>This appropriation is also intended to cover the following expenditure:</p>

<ul><li>
<p lang=""en"">studying the effects of climate change on the quality of water in the Mediterranean,</p>
</li>
<li>
<p lang=""en"">studying pollution along the Mediterranean coastline,</p>
</li>
<li>
<p lang=""en"">examining the state of the underwater energy infrastructure (gas pipelines, oil pipelines, electricity cables, etc.),</p>
</li>
<li>
<p lang=""en"">promoting the networking of public and private research centres engaged in monitoring the water of the Mediterranean and the condition of the coastline with a view to exchanging data, sharing research findings, and developing joint proposals for intervention and protection policies.</p>
</li>
</ul>","Regulation (EC) No 1638/2006 of the European Parliament and of the Council of 24 October 2006 laying down general provisions establishing a European Neighbourhood and Partnership Instrument (OJ L 310, 9.11.2006, p. 1)."
"19.08.01.02","European Neighbourhood and Partnership financial assistance to Palestine, the peace process and UNRWA","<p>This appropriation is intended to cover operations for the benefit of the Palestinian people and the occupied Palestinian territories of the West Bank and the Gaza Strip, in the context of the Middle East peace process.</p>

<p>The operations are primarily aimed at:</p>

<ul><li>
<p lang=""en"">supporting State building and institutional development,</p>
</li>
<li>
<p lang=""en"">promoting social and economic development,</p>
</li>
<li>
<p lang=""en"">mitigating the effects on the Palestinian population of the deteriorating economic, fiscal and humanitarian conditions through the provision of essential services and other support,</p>
</li>
<li>
<p lang=""en"">contributing to reconstruction efforts in Gaza,</p>
</li>
<li>
<p lang=""en"">contributing to the financing of the operation of the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) and in particular its health, education and social services programmes,</p>
</li>
<li>
<p lang=""en"">financing preparatory operations aimed at promoting cooperation between Israel and its neighbours in the context of the peace process, notably with regard to institutions, economic matters, water, the environment and energy,</p>
</li>
<li>
<p lang=""en"">financing activities designed to create a public opinion favourable to the peace process,</p>
</li>
<li>
<p lang=""en"">financing information, including in Arabic and Hebrew, and disseminating information on Israeli-Palestinian cooperation,</p>
</li>
<li>
<p lang=""en"">fostering the development of civil society, inter alia, to promote social inclusion.</p>
</li>
</ul>
<p>Possible income, coming from financial contributions from Member States and other donor countries, including in both cases their public and parastatal agencies, or from international organisations to certain external aid projects or programmes financed by the Union and managed by the Commission on their behalf, pursuant to the relevant basic act, may give rise to provision of additional appropriations. These amounts arise from the contributions according to Article 6&#160;3&#160;3 of the statement of revenue, which constitutes assigned revenue according to Article 18(1)(aa) of the Financial Regulation. The amounts entered on the line for administrative support expenditure will be determined by the contribution agreement for each operational programme with an average not exceeding 4&#160;% of the contributions for the corresponding programme for each Chapter.</p>","Regulation (EC) No 1638/2006 of the European Parliament and of the Council of 24 October 2006 laying down general provisions establishing a European Neighbourhood and Partnership Instrument (OJ L 310, 9.11.2006, p. 1)."
"19.08.01.03","European Neighbourhood and Partnership financial cooperation with Eastern Europe","<p>This appropriation is intended in particular to finance cooperation actions aimed primarily at supporting the implementation of the agreements and the ENP Action Plans concluded with the EU&#8217;s Eastern neighbours as well as bilateral and multilateral actions in the framework of the Eastern Partnership. It will also be used to support the Strategic Partnership between the EU and Russia through implementation of the four common spaces covering economic cooperation; freedom, security and justice; external security; and research and education, including culture. This will entail, inter alia, the following areas of cooperation: </p>

<ul><li>
<p lang=""en"">promoting political dialogue and reform,</p>
</li>
<li>
<p lang=""en"">promoting legislative and regulatory approximation and encouraging the progressive participation of partner countries in the internal market and the intensification of trade,</p>
</li>
<li>
<p lang=""en"">strengthening the national institutions responsible for the elaboration and implementation of policies in the areas covered by the association agreements,</p>
</li>
<li>
<p lang=""en"">promoting respect for human rights and good governance,</p>
</li>
<li>
<p lang=""en"">supporting the transition to a market economy and the modernisation of the economy, promoting investments in the region and strengthening small- and medium-sized enterprises,</p>
</li>
<li>
<p lang=""en"">promoting sustainable development and contributing to poverty reduction,</p>
</li>
<li>
<p lang=""en"">establishing better transport and energy interconnections between the EU and neighbouring countries and among neighbouring countries themselves and addressing threats to our common environment,</p>
</li>
<li>
<p lang=""en"">promoting actions contributing to conflict resolution,</p>
</li>
<li>
<p lang=""en"">fostering the development of civil society, inter alia, to promote social inclusion,</p>
</li>
<li>
<p lang=""en"">promoting people-to-people contacts and exchanges in the field of education, research and culture,</p>
</li>
<li>
<p lang=""en"">supporting regional cooperation, including within the contexts of the &#8216;Black Sea Synergy&#8218; and the Eastern Partnership,</p>
</li>
<li>
<p lang=""en"">supporting actions in the field of migration designed, inter alia, to promote links between migration and development, to combat illegal immigration and to facilitate readmission. These actions will be supplemented by actions financed from allocations under the Article 19 02 01 (Cooperation with third countries in the areas of migration and asylum).</p>
</li>
</ul>
<p>Appropriations under this item will also be used for actions aimed at informing the general public and the potential beneficiaries of assistance and at increasing the visibility of Union assistance. </p>

<p>Possible income, coming from financial contributions from Member States and other donor countries, including in both cases their public and parastatal agencies, or from international organisations to certain external aid projects or programmes financed by the Union and managed by the Commission on their behalf, pursuant to the relevant basic act, may give rise to provision of additional appropriations. These amounts arise from the contributions according to Article 6&#160;3&#160;3 of the statement of revenue, which constitutes assigned revenue according to Article 18(1)(aa) of the Financial Regulation. The amounts entered on the line for administrative support expenditure will be determined by the contribution agreement for each operational programme with an average not exceeding 4&#160;% of the contributions for the corresponding programme for each Chapter.</p>

<p>To the appropriations entered in this item must be added the contributions from the EFTA States pursuant to the Agreement on the European Economic Area, and in particular Article 82 thereof and Protocol&#160;32 thereto. By way of information, these amounts derive from contributions from the EFTA States entered against Article 6 3 0 of the statement of revenue, which constitute assigned revenue in accordance with Article 18(1)(d) of the Financial Regulation; they give rise to the provision of corresponding appropriations and to implementation according to Annex &#8216;European Economic Area&#8218; to this part of the statement of expenditure in this section, which forms an integral part of the general budget.</p>

<p>Part of this appropriation is intended to be used, with due regard for the provisions of the Financial Regulation, for operations carried out by senior volunteer experts from the European Union who come under ESSN (European Senior Services Network), including technical assistance, advisory services and training in selected public or private enterprises.</p>

<p>This appropriation is also intended to finance confidence building measures in Georgia, including Abkhazia and South Ossetia, as well as local confidence-building and local economic rehabilitation projects in Nagorno-Karabakh.</p>

<p>This appropriation is also intended to fund research on human health and the sustainable development of Ukraine and Belarus, especially as regards improving health conditions in the regions affected by the Chernobyl disaster.</p>","Regulation (EC) No 1638/2006 of the European Parliament and of the Council of 24 October 2006 laying down general provisions establishing a European Neighbourhood and Partnership Instrument (OJ L 310, 9.11.2006, p. 1)."
"19.08.01.04","Pilot project - Preventive and recovery actions for the Baltic seabed","<p>This appropriation is intended to cover payments to fund a pilot project intended to study prevention of potential pollution from underwater waste landfills and to test methods to revive deep-water layers of the Baltic Sea.</p>","Pilot project within the meaning of Article 49(6) of Council Regulation (EC, Euratom) No 1605/2002 of 25 June 2002 on the Financial Regulation applicable to the general budget of the European Communities (OJ L 248, 16.9.2002, p. 1)."
"19.08.01.05","Minorities in Russia - Developing culture, media and civil society","<p>The objective of this preparatory action is to establish effective partnership with the Russian Federation to promote the culture, education, media and civil society of Russia&#8217;s numerous ethnic and national minorities. Under this preparatory action, assistance will be provided for activities related to the promotion and development of native culture, education, media and civil society.</p>","Preparatory action within the meaning of Article 49(6) of Council Regulation (EC, Euratom) No 1605/2002 of 25 June 2002 on the Financial Regulation applicable to the general budget of the European Communities (OJ L 248, 16.9.2002, p. 1)."
"19.08.01.08","Pilot project - ENP funding - Preparing staff for EU-ENP-related jobs","<p>The New Enhanced European Neighbourhood Policy, as projected by the Council and the European Parliament in their respective decisions and resolutions, especially in the light of the two major neighbourhood political projects, namely the Union for the Mediterranean and the Eastern Partnership, makes it necessary to prepare future EU contact points, i.e. personnel for EU-ENP-related jobs in the neighbourhood countries from Morocco to Belarus. They should be made fully acquainted in a professional manner with the substance and spirit of EU policies and institutions and the <em>acquis communautaire</em>.</p>","Pilot project within the meaning of Article 49(6) of Council Regulation (EC, Euratom) No 1605/2002 of 25 June 2002 on the Financial Regulation applicable to the general budget of the European Communities (OJ L 248, 16.9.2002, p. 1)."
"19.08.02.01","Cross-border cooperation (CBC) contribution from Heading 4","<p>Possible income, coming from financial contributions from Member States and other donor countries, including in both cases their public and parastatal agencies, or from international organisations to certain external aid projects or programmes financed by the Union and managed by the Commission on their behalf, pursuant to the relevant basic act, may give rise to provision of additional appropriations. These amounts arise from the contributions according to Article 6&#160;3&#160;3 of the statement of revenue, which constitutes assigned revenue according to Article 18(1)(aa) of the Financial Regulation. The amounts entered on the line for administrative support expenditure will be determined by the contribution agreement for each operational programme with an average not exceeding 4&#160;% of the contributions for the corresponding programme for each Chapter.</p>","Council Regulation (EC) No 1083/2006 of 11 July 2006 laying down general provisions on the European Regional Development Fund, the European Social Fund and the Cohesion Fund and repealing Regulation (EC) No 1260/1999 (OJ L 210, 31.7.2006, p. 25).


Regulation (EC) No 1638/2006 of the European Parliament and of the Council of 24 October 2006 laying down general provisions establishing a European Neighbourhood and Partnership Instrument (OJ L 310, 9.11.2006, p. 1)."
"19.08.02.02","Cross-border cooperation (CBC) contribution from Heading 1b (Regional Policy)","<p>Possible income, coming from financial contributions from Member States and other donor countries, including in both cases their public and parastatal agencies, or from international organisations to certain external aid projects or programmes financed by the Union and managed by the Commission on their behalf, pursuant to the relevant basic act, may give rise to provision of additional appropriations. These amounts arise from the contributions according to Article 6&#160;3&#160;3 of the statement of revenue, which constitutes assigned revenue according to Article 18(1)(aa) of the Financial Regulation. The amounts entered on the line for administrative support expenditure will be determined by the contribution agreement for each operational programme with an average not exceeding 4&#160;% of the contributions for the corresponding programme for each Chapter.</p>","Council Regulation (EC) No 1083/2006 of 11 July 2006 laying down general provisions for the European Regional Development Fund, the European Social Fund and the Cohesion Fund and repealing Regulation (EC) No 1260/1999 (OJ L 210, 31.7.2006, p. 25).


Regulation (EC) No 1638/2006 of the European Parliament and of the Council of 24 October 2006 laying down general provisions establishing a European Neighbourhood and Partnership Instrument (OJ L 310, 9.11.2006, p. 1)."
"19.10.01.01","Cooperation with developing countries in Asia","<p>This appropriation is intended to cover development schemes in Asian developing countries, in particular the poorest of them, aimed at improving human and social development as well as tackling macroeconomic and sectoral problems. In accordance with the Commission Declaration concerning Article 5 of Regulation (EC) No 1905/2006 establishing a financing instrument for development cooperation (DCI), the Commission will endeavour to ensure that a benchmark of 20&#160;% of its allocated assistance under country programmes covered by the DCI will be dedicated, by 2009, to basic and secondary education and basic health, through project, programme or budget support linked to these sectors, taking an average across all geographical areas and recognising that a degree of flexibility must be the norm, such as in cases where exceptional assistance is involved.</p>

<p>Emphasis is placed on operations influencing economic organisation and institutional development, the strengthening of civil society, including operations concerning democratisation, universal access for children of both sexes and women as well as children with disabilities to primary and secondary education, the environment, and the sustainable management of natural resources, including tropical forests, regional cooperation, disaster prevention and risk reduction, including climate-change-related hazards, and reconstruction measures, as well as the promotion of sustainable energy, the fight against climate change and information and communications technology.</p>

<p>Also charged to this item is expenditure on operations and other measures of a horizontal nature to enhance the profile or increase awareness of European Union cooperation with Asian developing countries.</p>

<p>It is also intended to cover support for the development of civil society and, in particular, support for the activities of non-governmental organisations promoting and defending the rights of vulnerable groups, such as women, children, ethnic minorities and people with disabilities.</p>

<p>Support for microcredit schemes will be provided by this appropriation.</p>

<p>This appropriation also covers capacity-building actions to assist agricultural producers in developing countries to meet EU sanitary and phytosanitary standards necessary for access to the EU market.</p>

<p>Utilisation of this appropriation is dependent on observance of the principles underpinning European Union action.</p>

<p>It also covers measures influencing economic organisation and institutional development.</p>

<p>This appropriation will also cover technical assistance, training, technology transfer and institutional back-up in the fields of trade promotion, energy (notably renewable energy), environment, management, etc., in order to:</p>

<ul><li>
<p>foster regional integration,</p>
</li>
<li>
<p>support capacity-building, in particular in the least developed countries, to help them to better integrate into the multilateral trading system, including their abilities to participate in the WTO,</p>
</li>
<li>
<p>encourage the transfer of know-how and promote contact and collaboration between business players on both sides,</p>
</li>
<li>
<p lang=""en"">promote the increased use of information and communications technologies,</p>
</li>
<li>
<p lang=""en"">foster the development of civil society, encouraging less well-represented groups to gain a voice and participate in civil society and the political system, combating all forms of discrimination, and strengthen the rights of women and children and other particularly vulnerable groups, including persons with disabilities and older persons.</p>
</li>
</ul>
<p>It also covers education for children affected by war or natural disasters.</p>

<p>These measures may be financed jointly with non-governmental organisations and international organisations.</p>

<p>Part of this appropriation is intended to be used to improve the situation of women, with priority for actions in the fields of health and education, and to support their active involvement in all areas and at all levels of decision-making, with due regard for the provisions of the Financial Regulation.</p>

<p>Part of this appropriation is to be used for actions to control and remove&#160;anti-personnel landmines (APL), explosive remnants of war (ERW) and&#160;illicit small arms and light weapons (SALW).</p>

<p>Where assistance is delivered via budget support, the Commission shall support efforts of partner countries to develop parliamentary oversight and audit capacities, in line with Article 25(1)(b) of Regulation (EC) No 1905/2006. </p>

<p>Possible income, coming from financial contributions from Member States and other donor countries, including in both cases their public and parastatal agencies, or from international organisations to certain external aid projects or programmes financed by the Union and managed by the Commission on their behalf, pursuant to the relevant basic act, may give rise to provision of additional appropriations. These amounts arise from the contributions according to Article 6 3 3 of the statement of revenue, which constitutes assigned revenue according to Article 18(1)(aa) of the Financial Regulation. The amounts entered on the line for administrative support expenditure will be determined by the contribution agreement for each operational programme with an average not exceeding 4&#160;% of the contributions for the corresponding programme for each Chapter.</p>

<p>Part of this appropriation is intended to be used, with due regard for the provisions of the Financial Regulation, for operations carried out by senior volunteer experts from the European Union who come under ESSN (European Senior Services Network), including technical assistance, advisory services and training in selected public or private enterprises.</p>

<p>Appropriations under this article are subject to evaluations as established in Article 33 of Regulation (EC) No 1905/2006. These evaluations shall include aspects of input activities and chain of results (output, outcome, impact). The findings of the evaluations shall be used in the formulation of subsequent measures financed with these appropriations.</p>","Regulation (EC) No 1905/2006 of the European Parliament and of the Council of 18 December 2006 establishing a financing instrument for development cooperation (OJ L 378, 27.12.2006, p. 41)."
"19.10.01.02","Aid for the rehabilitation and reconstruction of Afghanistan","<p>This appropriation is intended to cover Union operations in the framework of the Afghanistan reconstruction process. It is supplemented by expenditure from other Chapters and Articles, to which different procedures apply.</p>

<p>The Commission will monitor compliance with the conditions for the Union contribution to this process, notably full implementation of the post-Bonn process. It will keep the budgetary authority informed about its findings and conclusions.</p>

<p>This appropriation is intended to support basic social services and economic development in Afghanistan.</p>

<p>This appropriation is also intended to support the Afghanistan national drug control strategy, including halting the production of opium in Afghanistan, and the disruption and destruction of the opium networks and illegal export routes to European countries.</p>

<p>It is also intended to support the Union contribution to the processes for the return of Afghan refugees and displaced persons to their country and regions of origin in accordance with the commitments entered into by the Community at the Tokyo Conference in January 2002.</p>

<p>This appropriation will also finance activities of women&#8217;s organisations which have worked for a long time for Afghan women&#8217;s rights. </p>

<p>The European Union should increase its financial assistance for areas in Afghanistan such as health (construction and renovation of hospitals, prevention of child mortality) and small and medium-sized infrastructure projects (repairing of road network, embankments, etc.), as well as effectively implementing job security and food security schemes.</p>

<p>Part of this appropriation is to be used for mainstreaming of disaster risk reduction, based on ownership and national strategies of disaster-prone countries.</p>

<p>Part of this appropriation is intended to be used to improve the situation of women, with priority for actions in the fields of health and education, and to support their active involvement in all areas and at all levels of decision-making, with due regard for the provisions of the Financial Regulation.</p>

<p>Particular attention will also be paid to the situation of women and girls in all other actions and projects supported by this appropriation.</p>

<p>Possible income, coming from financial contributions from Member States and other donor countries, including in both cases their public and parastatal agencies, or from international organisations to certain external aid projects or programmes financed by the Union and managed by the Commission on their behalf, pursuant to the relevant basic act, may give rise to provision of additional appropriations. These amounts arise from the contributions according to Article 6 3 3 of the statement of revenue, which constitutes assigned revenue according to Article 18(1)(aa) of the Financial Regulation. The amounts entered on the line for administrative support expenditure will be determined by the contribution agreement for each operational programme with an average not exceeding 4&#160;% of the contributions for the corresponding programme for each Chapter.</p>","Regulation (EC) No 1905/2006 of the European Parliament and of the Council of 18 December 2006 establishing a financing instrument for development cooperation (OJ L 378, 27.12.2006, p. 41)."
"19.10.01.03","Preparatory action - Business and scientific exchanges with India","<p>This preparatory action is intended to support exchanges between European and Indian businesses and industries, as well as research institutions. This is important in the context of improving links between EU businesses and researchers in fast-growing economies such as India. The action is in line with paragraph 4 of the European Parliament resolution of 18 May 2006 on the 2007 budget: the Commission&#8217;s Annual Policy Strategy report (APS) (OJ C&#160;297&#160;E, 7.12.2006, p.&#160;357), which noted that &#8216;insufficient attention has been given &#8230; to the vast and very rapid changes underway in the global economy, notably in emerging economies such as India and China&#8218;.</p>","Preparatory action within the meaning of Article 49(6) of Council Regulation (EC, Euratom) No 1605/2002 of 25 June 2002 on the Financial Regulation applicable to the general budget of the European Communities (OJ L 248, 16.9.2002, p. 1)."
"19.10.01.04","Preparatory action - Business and scientific exchanges with China","<p>This preparatory action is intended to support exchanges between European and Chinese business executives and scientists in universities and research institutions. This is important in the context of improving links between EU businesses and researchers in fast-growing economies such as China. The action is in line with paragraph 4 of the European Parliament resolution of 18 May 2006 on the 2007 budget: the Commission&#8217;s Annual Policy Strategy report (APS) (OJ C 297 E, 7.12.2006, p.&#160;357), which noted that &#8216;insufficient attention has been given &#8230; to the vast and very rapid changes underway in the global economy, notably in emerging economies such as India and China&#8218;.</p>","Preparatory action within the meaning of Article 49(6) of Council Regulation (EC, Euratom) No 1605/2002 of 25 June 2002 on the Financial Regulation applicable to the general budget of the European Communities (OJ L 248, 16.9.2002, p. 1)."
"19.10.01.05","Preparatory action - Cooperation with middle income group countries in Asia","<p>This appropriation is intended to cover cooperation measures, in middle income countries and other developing countries in Asia, which do not fulfil the criteria for Official Development Assistance (ODA) as established by the Development Assistance Committee of the Organisation for Economic Cooperation and Development (OECD/DAC) and which therefore fall outside the scope of Article 2(4) of Regulation (EC) No 1905/2006 of the European Parliament and of the Council of 18 December 2006 establishing a financing instrument for development cooperation (OJ L 378, 27.12.2006, p. 41), in particular measures for cooperation in sectors capable of developing independently, the result being that EU budget investment makes no contribution towards combating poverty in Asian countries.</p>","Preparatory action within the meaning of Article 49(6) of Council Regulation (EC, Euratom) No 1605/2002 of 25 June 2002 on the Financial Regulation applicable to the general budget of the European Communities (OJ L 248, 16.9.2002, p. 1).


Reference acts


European Parliament resolution of 15 February 2007 on the Country Strategy Papers and indicative programmes for Malaysia, Brazil and Pakistan (OJ C 287 E, 29.11.2007, p. 374).


European Parliament resolution of 21 June 2007 on the Regional strategy and multiannual indicative programme for Asia (OJ C 146 E, 12.6.2008, p. 257).


European Parliament resolution of 25 October 2007 on the draft Commission decision establishing a Special Measure 2007 for Iraq (OJ C 263 E, 16.10.2008, p. 624)."
"19.10.01.06","Preparatory action:  EU-Asia - Integration of policy and practice","<p>The preparatory action is intended to provide an integrative approach to the development and practice of policy for EU-Asia. This holistic approach developed by the European Institute for Asian Studies relates to activities covered by several legal bases but which are compartmentalised across many budget lines.</p>","Preparatory action within the meaning of Article 49(6) of Council Regulation (EC, Euratom) No 1605/2002 of 25 June 2002 on the Financial Regulation applicable to the general budget of the European Communities (OJ L 248, 16.9.2002, p. 1)."
"19.49.04.04","Financial and technical cooperation with developing countries in Asia - Expenditure on administrative management","<p>This appropriation is intended to cover the liquidation of commitments contracted under Item 19 01 04 04 (former Articles B7-3 0 0 A, B7-3 0 2 A, and B7-3 0 4 A) that previously carried differentiated appropriations.</p>

<a name=""NOM-1048864520624-7""></a>",""
"19.49.04.05","Financial and technical cooperation with developing countries in Latin America - Expenditure on administrative management","<p>This appropriation is intended to cover the liquidation of commitments contracted under Item 19 01 04 05 (former Articles B7-3 1 0 A, B7-3 1 2 A, and B7-3 1 3 A) that previously carried differentiated appropriations.</p>

<a name=""NOM-1048864520624-9""></a>",""
"19.49.04.06","Assistance to partner countries in Eastern Europe and Central Asia - Expenditure on administrative management","<p>This appropriation is intended to cover the liquidation of commitments contracted under Item 19 01 04 07 (former Article B7-5 2 0 A) that previously carried differentiated appropriations.</p>

<a name=""NOM-1049369988789-0""></a>",""
"19.49.04.12","MEDA (measures to accompany the reforms to the economic and social structures in the Mediterranean non-member countries) - Expenditure on administrative management","<p>This appropriation is intended to cover the liquidation of commitments contracted under Item 19 01 04 06 (former Article B7-4 1 0 A) that previously carried differentiated appropriations.</p>",""
"20.01.01.01","Expenditure related to staff in active employment of ‘Trade‚ Directorate-General","",""
"20.01.01.02","Expenditure related to staff in active employment of ‘Trade‚ delegations of the European Union","",""
"20.01.02.01","External staff of ‘Trade‚ Directorate-General","",""
"20.01.02.02","External staff of ‘Trade‚ delegations of the European Union","",""
"20.01.02.11","Other management expenditure of ‘Trade‚ Directorate-General","",""
"20.01.02.12","Other management expenditure of ‘Trade‚ delegations of the European Union","",""
"20.01.03.01","Expenditure related to equipment, furniture and services of ‘Trade‚ Directorate-General","",""
"20.01.03.02","Buildings and related expenditure of ‘Trade‚ delegations of the European Union","",""
"20.01.04.01","External trade relations, including access to the markets of non-EU countries - Expenditure on administrative management","<p>This appropriation is intended to cover expenditure on studies, meetings of experts, information and publications directly linked to the achievement of the objective of the programme or measures coming under this item, plus any other expenditure on technical and administrative assistance not involving public authority tasks outsourced by the Commission under ad hoc service contracts, such as the maintenance of the DG Trade Internet site.</p>

<p>It covers administrative expenditure under Article 20 02 01.</p>",""
"21.01.01.01","Expenditure related to staff in active employment of ‘Development‚ Directorates-General","",""
"21.01.01.02","Expenditure related to staff in active employment of ‘Development‚ delegations of the European Union","",""
"21.01.02.01","External staff of ‘Development‚ Directorates-General","",""
"21.01.02.02","External staff of ‘Development‚ delegations of the European Union","",""
"21.01.02.11","Other management expenditure of ‘Development‚ Directorates-General","",""
"21.01.02.12","Other management expenditure of ‘Development‚ delegations of the European Union","",""
"21.01.03.01","Expenditure related to equipment, furniture and services of ‘Development‚ Directorate-General","",""
"21.01.03.02","Buildings and related expenditure of ‘Development‚ delegations of the European Union","",""
